csg_id	title	author	year	publisher	link
4155	Dánta de chuid Uladh (An tUltach)	Ó Doirnín, Peadar	1769	(Béal Feirste: Comhaltas Uladh, 1951)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=4155
4169	Dánta de chuid Uladh (An tUltach)	Ó Gormáin, Muiris	1750	(Béal Feirste: Comhaltas Uladh, 1953)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=4169
2409	Dánta Grádha		1600	(Corcaigh: Cló Ollscoile Chorcaí, 1926)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2409
2494	Dánta is Amhráin Sheáin Uí Ghadhra	Ó Gadhra, Seán	1720	(B.Á.C.: O.S., l955)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2494
2437	Dánta Mhuiris Mhic Dháibhí Dhuibh Mhic Gearailt	Mhic Gearailt, Muiris mac Dáibhí Dhuibh	1623	(B.Á.C.: An Clóchomhar Tta, 1979)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2437
2527	Dánta Phiarais Feiritéir	Feiritéar, Piaras	1653	(B.Á.C.: O.S., 1934) / Oifig Díolta Foilseachán Rialtais	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2527
2444	Dánta Shéafraidh Uí Dhonnchadha an Ghleanna	Ó Donnchadha, Séafradh	1678	(B.Á.C.: Conradh na Gaeilge, 1902)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2444
2423	Dánta, Amhráin is Caointe Sheathrúin Céitinn	Céitinn, Seathrún	1645	(B.Á.C.: Connradh na Gaedhilge, 1900)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2423
4112	Daoine Beaga agus Daoine Móra - Donegal Folk Tales	In eagar ag Henry Morris	1915	Dundalgan Press	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=4112
487	De Scriptoribus Hibernicis	Mac Fir Bhisigh, An Dubhaltach	1657	(B.Á.C.: I.A.B., 1950)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=487
1991	Dearbhuithe ó Chontae an Chláir	Tomás ó Míocháin	1781	(B.Á.C.: NUI, 1977-1979)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=1991
3256	Dearg-Ruathar Chonaill Chearnaigh	In eagar ag Seosamh Laoide	1907	Connradh na Gaedhilge	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=3256
376	Deascán ó Chúige Mumhan		1876	(B.Á.C.: An Cumann le Béaloideas Éireann, 1953)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=376
2290	Deasgán Tuanach - Selections from Modern Clare Poets		1727	(B.Á.C.: Gill & Son, Ltd., 1925)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2290
2291	Deasgán Tuanach - Selections from Modern Clare Poets		1733	(B.Á.C.: Gill & Son, Ltd., 1925)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2291
2289	Deasgán Tuanach - Selections from Modern Clare Poets	Mac Cruitín, Aindrias	1719	(B.Á.C.: Gill & Son, Ltd., 1924)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2289
2208	Deor Aithrighe	Deor Aithrighe	1820	(Má Nuad: Cuallacht Chuilm Cille, 1926)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2208
2622	Deoraidheacht	Ó Conaire, Pádraig	1916	Connradh na Gaedhilge	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2622
2374	Desiderius	Ó Maolchonaire, Flaithrí	1616	(B.Á.C.: O.S., 1941)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2374
509	Dhá Bhlogh de Theagasc Críostaí - ó ré Eilíse 1?	Anaithnid	1600	(B.Á.C.: I.A.B., 1987)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=509
2452	Dhá Chéad de Cheoltaibh Uladh		1649	(B.Á.C.: O.S., 1934)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2452
3898	Dhá Dhán le Tomás Déis, Easbog na Mí, 1622-1652	Déis, Tomás	1651	(Droichead Átha: Meath Archaeological and Historical Society, 1963)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=3898
2026	Dhá Dhearbhú		1773	(B.Á.C.: NUI, 1996)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2026
2005	Dhá Dhuain Leanbaíochta		1736	(B.Á.C.: NUI, 1987)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2005
2092	Dhá Leabhar Nótaí	Ó Conchubhair, Cathal	1742	(Gaillimh: Cumann Seandáluíochta is Staire na Gaillimhe, 1955)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2092
1963	Dhá Litir Ghaeilge	Ó Floinn, Donnchadh	1804	(B.Á.C.: NUI, 1967-1968)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=1963
2375	Dhá Sgéal Artúraíochta	Anaithnid	1679	(B.Á.C.: I.A.B., 1946)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2375
2093	Dialann Uí Chonchúir	Ó Conchubhair, Cathal	1736	(Gaillimh: Cumann Seandáluíochta is Staire na Gaillimhe, 1957)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2093
2394	Dioghluim Dána	Ó Dálaigh, Aonghus Fionn	1601	(B.Á.C.: O.S., 1938)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2394
504	Diomoladh Phádraig Naofa		1713	(B.Á.C.: I.A.B., 1983)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=504
1982	Díonbhrollach Lámhscríbhinne le Séamas Goodman	Goodman, James	1875	(B.Á.C. NUI, 1973-1974)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=1982
2252	Do Imtheachta Ghenerodeis	Anaithnid	1645	(Má Nuad: An Sagart, 1987)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2252
1954	Do Lochtuiv na Teangan		1806	(B.Á.C.: NUI, 1967-1968)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=1954
2153	Do'n Aithrighe Cuirthear ar Cáirde	Paodhar, Muiris	1834	(B.Á.C.: Browne and Nolan Limited, 1945)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2153
2989	Dochartach Dhuibhlionna agus Sgéaltaí Eile	Mac Grianna, Seosamh	1921	Cú Uladh	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2989
2335	Domhnall Mac Ciaigh, Easpog Dúin	Anaithnid	1673	(Dún Dealgan: Co. Louth Archaeological Society, 1914)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2335
2240	Don Fhaoisdin	Anaithnid	1826	(Má Nuad: Cuallacht Chuilm Cille, 1934)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2240
1928	Donal O'Sullivan Beare to King Philip III20th February, 1602	Ó Súilleabháin Béara, Domhnall	1602	(B.Á.C.: NUI, 1948-1952)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=1928
2232	Dondcadh Ó Conaill do chan	Ó Conaill, Dondcadh do chan	1822	(Má Nuad: Cuallacht Chuilm Cille, 1929)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2232
2000	Donn Ó Fáilbhe		1755	(B.Á.C.: NUI, 1982-1983)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2000
3183	Donnchadh Dall Ó Laoghaire cct.	Ó Laoghaire, Donnchadh Dall	1691	(B.Á.C.: Cáirde Mhúsgraighe, 1945)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=3183
2498	Donnchadh Ruadh Mac Conmara	Mac Conmara, Donnchadh Ruadh	1810	(B.Á.C.: O.S., 1933)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2498
2177	Donnchadh Woulfe ro chan ar an ccaitilic reint	Woulfe, Donncha	1822	(B.Á.C.: Connradh Chuilm Naomhtha, 1910)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2177
2059	Duain ar Bhás Dhomhnaill Uí Chonaill	Mac Cárthaigh, Micheál	1847	(B.Á.C.: Comhartha na dTrí gCoinneal, 1940)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2059
2225	Duan na h-Aithrighe		1820	(Má Nuad: Cuallacht Chuilm Cille, 1929)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2225
2380	Duanaire Dháibhidh Uí Bhruadair I	Ó Bruadair, Dáibhibh	1630	(Londain: I.T.S., 1910)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2380
2381	Duanaire Dháibhidh Uí Bhruadair II	Ó Bruadair, Dáibhibh	1670	(Londain: I.T.S., 1913)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2381
2382	Duanaire Dháibhidh Uí Bhruadair III	Ó Bruadair, Dáibhibh	1682	(Londain: I.T.S., l9l3)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2382
3354	Duanaire Diadha	Cumann Gaedhealach na h-Eaglaise	1920	Cumann Gaedhalach na h-Eaglaise	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=3354
2388	Duanaire Finn I		1626	(Londain: I.T.S., l908)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2388
2389	Duanaire Finn II	Anaithnid	1626	(Londain: I.T.S., l933)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2389
2547	Duanaire Gaedhilge	Ní Ógáin, Róis	1921	Comhlucht Oideachais na hÉireann, Tta.	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2547
2549	Duanaire Gaedhilge II		1600	(B.Á.C.: C.O.É., 1924)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2549
2550	Duanaire Gaedhilge II		1608	(B.Á.C.: C.O.É., 1930)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2550
2440	Duanaire na Midhe		1766	(B.Á.C.: Connradh na Gaeilge, 1914)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2440
3418	Duanaire na Nuadh-Ghaedhilge	P. O'Briain	1891	O'Briain, P	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=3418
2575	Duanaire Osraíoch		1864	(B.Á.C.: An Clóchomhar Tta, 1980)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2575
2533	Duanaire Thiobraid Árann		1864	(B.Á.C.: An Clóchomhar Tta, 1981)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2533
2478	Duanta Diadha Phádraig Denn	Denn, Pádraig	1828	(B.Á.C.: O.S., 1941)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2478
2490	Duanta Eoghain Ruaidh Mhic an Bhaird	Mac an Bhaird, Eoghan Ruadh	1606	(Gaillimh: Ó Gormáin, 1930)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2490
2592	Dubhaltach Mac Firbhisigh	Ua Neachtain, Eoghan	1902	Connradh na Gaedhilge	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2592
2332	Dunmahon Castle	Anaithnid	1846	(Dún Dealgan: Co. Louth Archaeological Society, 1906)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2332
3906	An Elegy for Ruaidhrí Mór		1626	(Aberdeen: University of Aberdeen, 1958)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=3906
508	An Elegy on Donnchadh Ó Briain, Fourth Earl of Thomond	Mac Bruaideadha, Tadhg mac Dáire	1624	(B.Á.C.: I.A.B., 1984)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=508
2730	Eachtra an Amadáin Mhóir	An Craoibhín	1730	(B.Á.C.: Ollsgoil na hÉireann, 1928)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2730
2462	Eachtra an Mhadra Mhaoil: Eachtra Mhacaoimh an Iolair	Anaithnid	1748	(Londain: I.T.S., 1908)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2462
1966	Eachtra Áodh Mhic Goireachtaidh	Anaithnid	1707	(B.Á.C.: NUI, 1969-1970)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=1966
1962	Eachtra Aodha Dhuibh	Anaithnid	1823	(B.Á.C.: NUI, 1967-1968)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=1962
3061	Eachtra Aodha Ruaidh Uí Dhomhnaill	Mac Fhionnlaoich, Peadar T.	1911	Gill, M. H. & a Mhac	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=3061
502	Eachtra Aonghuis Mhic Fhirdiach	Anaithnid	1700	(B.Á.C.: I.A.B., 1977)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=502
2187	Eachtra Clainne Ua gCorra	Anaithnid	1800	(B.Á.C.: Cuallacht Chuilm Cille, 1912)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2187
2254	Eachtra Cléirigh na gCroiceann		1907	(B.Á.C.: Connradh Chuilm Naomhtha, 1907)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2254
1976	Eachtra Ghruagaigh na Creige agus na Cruite's an Tiompáin	Anaithnid	1712	(B.Á.C.: NUI, 1971-1972)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=1976
2573	Eachtra Mhacaoimh an Iolair	Ó Corcrán, Brian	1651	(B.Á.C.: Pádruig Ó Briain, 1912)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2573
2167	Eachtra Mhic Ríogh UIadh	Anaithnid	1817	(B.Á.C.: Connradh Chuilm Naomhtha, 1907)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2167
2459	Eachtra n gCuradh	Anaithnid	1761	(B.Á.C.: O.S., 1941)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2459
2728	Eachtra na gConnachtach	An Craoibhín	1851	(B.Á.C.: Ollsgoil na hÉireann, 1926)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2728
2782	Eachtra na mBróg	Ó Cadhla, Seán	1918	Mac Guill, M. H.	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2782
169	Eachtra Pheadair Schlemihl(Peter Schlemihl's Wundersame Geschic)	von Chamisso, Adelbert	1909	Muintir na Leabhar Gaedhilge	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=169
2377	Eachtra Ridire na Leomhan	Anaithnid	1716	(B.Á.C.: O.S., l952)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2377
2455	Eachtra Uilliam	Anaithnid	1650	(B.Á.C.: I.A.B., 1949)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2455
295	Eachtradh Eibhlís i dTír na nIongantas(Alice in Wonderland)	Carroll, Lewis	1922	Maunsel agus Roberts, Teo.	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=295
2489	Eagna Fhirinneach	O'Connuill, Seaghan	1813	(Corcaigh: John Connor, 1813)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2489
2319	Early Nineteenth-Century Cork Poems in Irish		1820	(Corcaigh: Cumann Staire agus Seandálaíochta Chorcaí, 1985)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2319
1999	Easling an Chearbhallaigh Dhálaidh	Anaithnid	1824	(B.Á.C.: NUI, 1982-1983)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=1999
2076	Egan O'Rahilly's 'Warrant'	Ó Rathaille, Aogán	1717	(B.Á.C.: Hodges, Figgis & Co. Ltd., 1912-1913)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2076
2453	Éigse na Máighe		1825	(B.Á.C.: O.S., 1952)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2453
2467	Éigse Suadh is Seanchaidh	Anaithnid	1850	(B.Á.C.: Muintir Ghoill, 1909)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2467
2769	Éire - Léigheachta ar Stair na hÉireann 1	Ó Séaghdha, Pádraig	1924	Clódhanna Teo.	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2769
2898	Eisirt	Ua Laoghaire, Peadar, An tAthair	1913	Brún agus Ó Nualláin, Teor.	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2898
3535	Eithne nó Éan an Cheoil Bhinn	Ó Ceallaigh, Tomás, An tAthair	1910	Muinntir Ghuill	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=3535
1930	Elegy on Donal O'Sullivan Beare	Ó Dálaigh, Domhnall mac Eoghain	1618	(B.Á.C.: NUI, 1953-1955)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=1930
2189	Elegy on Émonn Ó Braonáin		1632	(B.Á.C.: Cuallacht Chuilm Cille, 1913)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2189
2330	Elegy on the Death of the Rev. Edmond Kavanagh by the Rev. James O'Lalor	Ó Leathlobhair, Séamas	1856	(B.Á.C.: Kilkenny and South-East of Ireland Archaeological Society, 1856)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2330
2614	Eochaidh Mac Rí 'n-Éirinn	Ó Máille, Micheál	1922	Connradh na Gaeilge	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2614
2412	Eoghair-sgiath an Aifrinn	Céitinn, Seathrún	1615	(B.Á.C.: Patrick O'Brien, l898)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2412
2499	Eoghan an Mhéirín Mac Carrthaigh	Mac Carrthaigh, Eoghan an Mhéirín	1756	(B.Á.C.: O.S., 1938)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2499
3902	Eoghan Ó Comhraí, File Traidisiúnta	Ó Comhraidhe, Eoghan	1829	(Maigh Nuad: An Sagart, 1989)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=3902
2771	Eoghan Paor	Ó Séaghdha, Pádraig	1917	Gill, M.H. agus a Mhac, Teoranta	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2771
328	Eoin Ó Cuilleanáin		1649	(Maigh Nuad: Catholic Record Society, 1912)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=328
3332	Eolaidhe na Cruinne	Nic Gabhann, Caitlín	1924	Brún & Ó Nóláin, Teor.	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=3332
3394	Eólas ar Áireamh	O'Leary, Peter, Canon	1912	Irish Book Company, The	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=3394
2348	Eólas ar an Domhan	Ó Neachtain, Tadhg	1725	(B.Á.C.: O.S., 1944)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2348
1939	Eón Ó Caoimh do chan	Ó Caoimh, Eoghan	1704	(B.Á.C.: NUI, 1958-1961)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=1939
1958	Epitaph Aogáin Uí Rathaile		1729	(B.Á.C.: NUI, 1967-1968)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=1958
2140	Epithalamium		1665	(B.Á.C.: Sign of the Three Candles, 1934)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2140
2244	An Fear ar an gClaí cct	Fear ar an gClaí cct, An	1800	(Má Nuad: Cuallacht Chuilm Cille, 1953)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2244
426	An Fíbín	In eagar ag Colm Ó Gaora	1905	Connradh na Gaeilge	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=426
303	Fabhail-scéalta ó Aesop 1	Aesop	1925	Alec Tom agus a chuid, Teóranta	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=303
304	Fabhail-scéalta ó Aesop 2	Aesop	1925	Alec Tom agus a chuid, Teóranta	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=304
308	Fabhail-scéalta ó Aesop 3	Aesop	1925	Alec Tom agus a chuid, Teóranta	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=308
2534	Faiche na bhFilí, Carraig na bhFear		1833	(Corcaigh: 1962)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2534
2230	Fáilte agus Comhairle Éirionn dá mac Grádhach .i. Domhnall Ó Conaill	Ó Briain, Pól	1815	(Má Nuad: Cuallacht Chuilm Cille, 1929)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2230
3044	Faire Pháidí Mhóir agus Pósadh Chonaill Bhig	Ó Searcaigh, Séamus	1922	Preas Dhún Dealgan	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=3044
2223	Faoisdin a Bheatha	Ó hAllmhuráin, Tomás	1844	(Má Nuad: Cuallacht Chuilm Cille, 1928)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2223
2519	Father Luke Wadding		1645	(B.Á.C.: Clonmore and Reynolds, 1957)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2519
2191	Father Matt Horgan, P.P., M.R.I.A.	Ó hArgáin, Maitiú	1839	(B.Á.C.: Cuallacht Chuilm Cille, 1913)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2191
2408	Fealsúnacht Aodha Mhic Dhomhnaill	Mac Domhnaill, Aodh	1853	(B.Á.C.: An Clóchomhar Tta, 1967 )	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2408
3558	Fear na Milliún Punt	Béaslaí, Piaras	1915	Muinntear Chathail	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=3558
2024	Feartlaoi a thóg Stoinndis Aodh Ó Gráda síos	Anaithnid	1854	(B.Á.C.: NUI, 1994-1995)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2024
1978	Féasta Philib Uí Mhanntáin	Anaithnid	1722	(B.Á.C.: NUI, 1973-1974)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=1978
3364	Féile na nÓglach	Ó Riain, Liam P.	1921	Gaedheal-Comhlucht Taighde um Clódóireacht, Foillseoireacht agus Tráchtáil,	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=3364
2528	Feis Tighe Chonáin	Anaithnid	1686	(B.Á.C.: O.S., 1936)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2528
2470	Feis Tighe Chonáin Chinn Shléibhe	Anaithnid	1780	(B.Á.C.: Ossianic Society, 1855)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2470
3526	Fiacha Mac Aodha Ua Broin	Mac Aodha, Pádraig	1908	Ó Dubhthaigh, Séamus agus a chomhlacht	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=3526
3359	Fiche Duan(Selection of Gaelic Poems From the Best Modern Authors, A)	In eagar ag Shán Ó Cuív	1924	Browne and Nolan Ltd	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=3359
3055	Filí gan Iomrádh	Mac Grianna, Seosamh	1926	Ultach, An t-	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=3055
2503	Filidheacht Sheáin Uí Neachtain	Ó Neachtain, Seaghán	1728	(B.Á.C.: Connradh na Gaedhilge, 1911)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2503
482	Filíocht den tSeachtú hAois Déag		1651	(B.Á.C.: I.A.B., 1950)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=482
375	Filíocht Ghaedhilge i gCiarraighe Thuaidh		1813	(B.Á.C.: An Cumann le Béaloideas Éireann, 1949)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=375
2431	Filíocht na gCallanán		1846	(B.Á.C.: An Clóchomhar Tta, 1967)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2431
2390	Filíocht Phádraigín Haicéad	Haicéad, Pádraigín	1622	(B.Á.C.: An Clóchomhar, l962)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2390
2578	Filíocht Shéamais Uí Chaoindealbháin	Ó Caoindealbháin, Séamas	1836	(Tráchtas neamhfhoilsithe, 1980)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2578
2363	Filíocht Sheán Uí Bhraonáin	Ó Braonáin, Seán	1807	(B.Á.C.: Cló Bhreánainn, 1972)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2363
170	Finnsgéalta na hAraibe, Cuid 1	Aistrithe ag Diarmuid Ó Foghlúdha	1908	Muintir na Leabhar Gaedhilge (The Irish Book Co.)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=170
3899	Five Instruments of Record in the Public Record Office of Ireland	Anaithnid	1606	(B.Á.C.: Her Majesty's Stationery Office, 1897)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=3899
2450	Five seventeenth-century political poems	Mac an Chaoilfhiaclaigh, Donnchadh	1640	(B.Á.C.: I.A.B., 1952)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2450
483	Flaithrí Ó Maolchonaire's Catechism of Christian Doctrine	Ó Maolchonaire, Flaithrí	1593	(B.Á.C.: I.A.B., 1950)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=483
6525	Focla Gramadhaighe		1911	Connradh na Gaedhilge	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=6525
2242	Foghar-Script ó Chontae Chorcaighe		1806	(Má Nuad: Cuallacht Chuilm Cille, 1947)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2242
2241	Foghar-Script ó Chontae Chorcaighe, c. 1806		1806	(Má Nuad: Cuallacht Chuilm Cille, 1946)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2241
4062	Foghraidheacht Ghaedhilge an Tuaiscirt	Ó Searcaigh, Séamus	1925	Brún agus Ó Nualláin, Teor.	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=4062
1952	Fógra	Ó Cuív, Brian	1852	(B.Á.C.: NUI, 1964-1966)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=1952
3973	Fógra do Ghaelaibh 1824	Mac Gearailt, Uilliam	1910	(B.Á.C.: Coláiste Phádraig, 1972)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=3973
2399	Foras Feasa ar Éirinn I	Céitinn, Seathrún	1640	(Londain: I.T.S., l90l)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2399
2400	Foras Feasa ar Éirinn II	Céitinn, Seathrún	1640	(Londain: I.T.S., 1905)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2400
2401	Foras Feasa ar Éirinn III	Céitinn, Seathrún	1640	(Londain: I.T.S., 1906)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2401
1914	Four Poems by Cornán Ó Cuirnín	Ó Cuirnín, Cornán	1734	(B.Á.C.: NUI, 1944)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=1914
2513	Fr John Colgan OFM 1592-1658	Mag Colgan, Seán	1607	(B.Á.C.: Assisi Press, 1959)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2513
2146	Franciscan Library MS.A30.4	Anaithnid	1638	(B.Á.C.: Sign of the Three Candles, 1940)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=2146
362	Freagra ar Phárlaimint na bhFigheadóirí	Ó Céirín, Uileog	1845	(B.Á.C.: Cuideachta Bhanba 1902-06)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=362
1986	Freagra Phádraig Uí Choisdeala		1822	(B.Á.C.: NUI, 1975-1976)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=1986
460	Fréamhacha na hÉireann	Bailithe ag Aoidhmín Mac Gréagóir	1906	Maunsel & Co.	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=460
510	Fuar leam Longphort mo Charad	Mac an Bhaird, Diarmuid	1687	(B.Á.C.: I.A.B., 1987)	http://corpas.ria.ie/index.php?fsg_function=5&fsg_id=510
